jobId,recrtTitle,emplymShp,emplymShpNm,frDd,toDd,workPlc,workPlcNm,oranNm,acptMthd,deadline,stmId,acptMthdCd,age,ageLim,clltPrnnum,detCnts,etcItm,frAcptDd,toAcptDd,plDetAddr,plbizNm,clerk,clerkContt,homepage,stmId_detail,lnkStmId,organYn_detail,wantedAuthNo,wantedTitle,createDy,updDy
K120142510100016,호텔 스카이파크 센트럴 명동점 시설기사 모집,CM0105,CM0105,2025-10-10,2025-12-09,010150,서울 중구,(주)이노서브비엠,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-10,2025-12-09,"06777 서울특별시 서초구 언남길 43, 4층 (양재동, 이노빌딩)",(주)이노서브비엠,김민동,,,A,B,N,K120142510100016,호텔 스카이파크 센트럴 명동점 시설기사 모집,,
KEC0742510100001,아파트미화원 - 별내동,CM0105,CM0105,2025-10-10,2025-12-09,030140,,주식회사 이데아그룹,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-10,2025-12-09,"14555 경기도 부천시 원미구 부천로198번길 27, 204호 (춘의동)",주식회사 이데아그룹,이건희,,,A,B,N,KEC0742510100001,아파트미화원 - 별내동,,
KJ21062510100024,[평화동 건설현장 격일제] 경비원 모집,CM0105,CM0105,2025-10-10,2025-11-09,010150,,국도안전관리(주),방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장기복무 제대군인, 장애인",2025-10-10,2025-11-09,"06695 서울특별시 서초구 방배로 73 (방배동, 양지빌딩 4층)",국도안전관리(주),최준호,031-8045-3268,www.kukdo1228.co.kr,A,B,N,KJ21062510100024,[평화동 건설현장 격일제] 경비원 모집,,
K151412510100050,식품회사 시설미화원/청소직 모집,CM0105,CM0105,2025-10-10,2025-12-09,030290,경기 시흥시,씨에이치씨푸드인더스트리즈(주),방문,접수중,B,CM0804,60,,1,,장애인,2025-10-10,2025-12-09,"15115 경기도 시흥시 공단2대로 336, 씨에이치씨푸드 (정왕동)",씨에이치씨푸드인더스트리즈(주),윙텡산,031-433-3265,,A,B,N,K151412510100050,식품회사 시설미화원/청소직 모집,,
KJ21062510100026,[부천대장택지지구 건설현장 격일제] 경비원 모집,CM0105,CM0105,2025-10-10,2025-11-09,010150,,국도안전관리(주),방문,접수중,B,CM0804,60,,2,,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장기복무 제대군인, 장애인",2025-10-10,2025-11-09,"06695 서울특별시 서초구 방배로 73 (방배동, 양지빌딩 4층)",국도안전관리(주),최준호,031-8045-3268,www.kukdo1228.co.kr,A,B,N,KJ21062510100026,[부천대장택지지구 건설현장 격일제] 경비원 모집,,
KJ21062510100027,[9호선 양천향교역 인근 복합업무시설 공사현장]격일제 경비원 채용,CM0105,CM0105,2025-10-10,2025-11-09,010150,서울 강서구,국도안전관리(주),방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장기복무 제대군인, 장애인",2025-10-10,2025-11-09,"06695 서울특별시 서초구 방배로 73 (방배동, 양지빌딩 4층)",국도안전관리(주),최준호,031-8045-3268,www.kukdo1228.co.kr,A,B,N,KJ21062510100027,[9호선 양천향교역 인근 복합업무시설 공사현장]격일제 경비원 채용,,
KJ20832510100011,[10/30(목) 이천시 일자리박람회] 더크로스비GC골프장 미화/현관/락카사원 모집,CM0105,CM0105,2025-10-10,2025-11-09,010010,경기 이천시,(주)잡위드,방문,접수중,B,CM0804,60,,3,,"운전면허증, 장애인",2025-10-10,2025-11-09,"06254 서울특별시 강남구 강남대로62길 31, 4층 (역삼동, 예원빌딩)",(주)잡위드,임승우,031-644-4187,www.jobwith.co.kr,A,B,N,KJ20832510100011,[10/30(목) 이천시 일자리박람회] 더크로스비GC골프장 미화/현관/락카사원 모집,,
K150122510100056,영업용 카카오 콜택시 운전원,CM0103,CM0103,2025-10-10,2025-12-09,110070,인천 서구,동우교통（주）,방문,접수중,B,CM0804,60,,30,,"운전면허증, 장애인",2025-10-10,2025-12-09,"22789 인천광역시 서구 염곡로272번길 10, 사무실 (석남동)",동우교통（주）,양준모,032-572-3301,http://,A,B,N,K150122510100056,영업용 카카오 콜택시 운전원,,
KJ20832510020009,이천자이더파트아파트 실내미화원 모집합니다.,CM0105,CM0105,2025-10-02,2025-12-01,030520,경기 이천시,유한책임회사 화이트시스템,방문,접수중,B,CM0804,60,,4,,"(준)고령자(50세이상), 장애인",2025-10-02,2025-12-01,"12984 경기도 하남시 안터로 50-29, 102호 (풍산동)",유한책임회사 화이트시스템,윤지연,031-644-8728,,A,B,N,KJ20832510020009,이천자이더파트아파트 실내미화원 모집합니다.,,
KEC0842510020002,둔촌고등학교 당직경비 채용,CM0105,CM0105,2025-10-02,2025-12-01,010200,,주식회사 이에마로,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-02,2025-12-01,"07275 서울특별시 영등포구 영등포로5길 19 (양평동2가, 동아프라임밸리)",주식회사 이에마로,이점희,02-6096-6363,http://이에마로.com,A,B,N,KEC0842510020002,둔촌고등학교 당직경비 채용,,
K151412510020036,자립생활센터안단테 장애인근로지원인 사업 담당자  모집,CM0105,CM0105,2025-10-02,2025-12-01,030290,경기 시흥시,자립생활센터안단테,방문,접수중,B,CM0804,60,,1,,"운전면허증, 장애인, 차량소지자 - 장애인 자립생활센터 내 장애인 단체 종사 경험자 우대
- 장애인 장애인근로지원인 사업 업무 경력 우대",2025-10-02,2025-12-01,"14995 경기도 시흥시 승지로60번길 17 (능곡동, 현대프라자)",자립생활센터안단테,한동국,031-520-7978,www.cilandante.com,A,B,N,K151412510020036,자립생활센터안단테 장애인근로지원인 사업 담당자  모집,,
KJAB002510010004,[강남구청.강남고용센터 현장면접] 보안대원 모집_25년 10월22일(수) 14:00,CM0105,CM0105,2025-10-01,2025-11-30,010010,서울 송파구,(주)프로에스콤,방문,접수중,B,CM0804,60,,20,,"보훈취업지원대상자, 장기복무 제대군인, 장애인",2025-10-01,2025-11-30,"06211 서울특별시 강남구 테헤란로 322, 한신인터밸리 서관 20층 (역삼동, 한신인터밸리24 서관 20층)",(주)프로에스콤,신양주,02-3423-5585,http://www.proscom.co.kr,A,B,N,KJAB002510010004,[강남구청.강남고용센터 현장면접] 보안대원 모집_25년 10월22일(수) 14:00,,
K160042510010005,천지환경(주)에서 건설폐기물 굴착기 기사 구인합니다.,CM0105,CM0105,2025-10-01,2025-11-30,120200,전남 함평군,천지환경（주）,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-01,2025-11-30,57136 전라남도 함평군 함평읍 함영로 1685-15,천지환경（주）,최명순,061-323-1882,www.cheonjii.com,A,B,N,K160042510010005,천지환경(주)에서 건설폐기물 굴착기 기사 구인합니다.,,
K140172510010007,(주)케이씨피드 영천본사 배합사료 생산직 사원 모집,CM0105,CM0105,2025-10-01,2025-10-29,050150,경북 영천시,주식회사케이씨피드,방문,접수중,B,CM0804,60,,2,,"운전면허증, 장애인 * 인근거주자 우대
* 생산현장직 가능 경증 장애인 우대",2025-10-01,2025-10-29,"38874 경상북도 영천시 금호읍 금호로 320, 케이씨피드",주식회사케이씨피드,정한식,054-778-2592,www.kcfeed.co.kr,A,B,N,K140172510010007,(주)케이씨피드 영천본사 배합사료 생산직 사원 모집,,
KF10352510010001,신안실크밸리스카이시티 아파트 실내 미화원 모집,CM0105,CM0105,2025-10-01,2025-10-31,030520,,유한책임회사 화이트시스템,방문,접수중,B,CM0804,60,,2,,"(준)고령자(50세이상), 장애인",2025-10-01,2025-10-31,"12984 경기도 하남시 안터로 50-29, 102호 (풍산동)",유한책임회사 화이트시스템,윤지연,043-645-3906,,A,B,N,KF10352510010001,신안실크밸리스카이시티 아파트 실내 미화원 모집,,
KJAC002510010003,[아크라티움아파트]관리원 모집,CM0105,CM0105,2025-10-01,2025-11-30,010020,,주식회사광운티엠에스,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-10-01,2025-11-30,05343 서울특별시 강동구 천중로 212,주식회사광운티엠에스,이성근,02-481-1842,,A,B,N,KJAC002510010003,[아크라티움아파트]관리원 모집,,
KJKX002510010004,[기흥 마북동] 현대모비스기술연구소 내 문서 수발(배송)업무,CM0105,CM0105,2025-10-01,2025-10-31,010010,,에프엠파트너주식회사,방문,접수중,B,CM0804,60,,2,,"(준)고령자(50세이상), 운전면허증, 장애인, 차량소지자",2025-10-01,2025-10-31,"06258 서울특별시 강남구 도곡로2길 10, 503호 뱅뱅별관 503호 (도곡동)",에프엠파트너주식회사,박종구,031-288-6051,http://www.FMPARTNER.co.kr,A,B,N,KJKX002510010004,[기흥 마북동] 현대모비스기술연구소 내 문서 수발(배송)업무,,
KJK2002510010001,[운정] 책향기마을14단지 피트니스 미화원 구인,CM0103,CM0103,2025-10-01,2025-10-31,030140,경기 파주시,주식회사 이데아그룹,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 북한이탈주민, 장애인 복지카드소지자 우대",2025-10-01,2025-10-31,"14555 경기도 부천시 원미구 부천로198번길 27, 204호 (춘의동)",주식회사 이데아그룹,이건희,,,A,B,N,KJK2002510010001,[운정] 책향기마을14단지 피트니스 미화원 구인,,
K161132510010032,승무직원 채용,CM0105,CM0105,2025-10-01,2025-10-31,130120,전북 전주시 덕진구,(주)전북고속,방문,접수중,B,CM0804,60,,7,,"보훈취업지원대상자, 장애인",2025-10-01,2025-10-31,"54933 전북특별자치도 전주시 덕진구 가리내로 30, 전북고속 (금암동)",(주)전북고속,황의종,063-270-9004,www.jbexpress.co.kr,A,B,N,K161132510010032,승무직원 채용,,
K161232510010020,아파트 전기과장 모집,CM0105,CM0105,2025-10-01,2025-10-31,130090,전북 익산시,(주)서영주택관리,방문,접수중,B,CM0804,60,,1,,"고용촉진장려금대상자, 장애인",2025-10-01,2025-10-31,"54555 전북특별자치도 익산시 무왕로25길 21 (부송동, 예린빌딩)",(주)서영주택관리,이창곤,063-840-6550,http://www.seoyoung.co.kr,A,B,N,K161232510010020,아파트 전기과장 모집,,
K161232510010024,아파트 경비원 모집,CM0105,CM0105,2025-10-01,2025-10-31,130090,,(주)서영주택관리,방문,접수중,B,CM0804,60,,1,,장애인,2025-10-01,2025-10-31,"54555 전북특별자치도 익산시 무왕로25길 21 (부송동, 예린빌딩)",(주)서영주택관리,이창곤,063-843-2412,http://www.seoyoung.co.kr,A,B,N,K161232510010024,아파트 경비원 모집,,
K130042510010044,대연동 요양보호사 모집  [3등급 여 주5일 08:30-11:30],CM0105,CM0105,2025-10-01,2025-10-31,090040,,치사랑재가복지센터,방문,접수중,B,CM0804,60,,1,,"고용촉진장려금대상자, 보훈취업지원대상자, 장애인",2025-10-01,2025-10-31,"48508 부산광역시 남구 수영로 312, 1819호 (대연동, 21 센츄리시티 오피스텔)",치사랑재가복지센터,전나겸,051-610-1608,,A,B,N,K130042510010044,대연동 요양보호사 모집  [3등급 여 주5일 08:30-11:30],,
K120252510010009,[오산역] 은행 미화원 모집,CM0105,CM0105,2025-10-01,2025-11-01,010160,경기 오산시,(주）우리휴먼서비스,방문,접수중,B,CM0804,60,,1,,"장애인, 차량소지자 ※ 복지카드 소지자 우대",2025-10-01,2025-11-01,"04783 서울특별시 성동구 연무장11길 10 (성수동2가, 우리큐브)",(주）우리휴먼서비스,윤기원,,-,A,B,N,K120252510010009,[오산역] 은행 미화원 모집,,
KJKO002509300006,아파트 경비원(건물관리원)을 모집합니다.,CM0105,CM0105,2025-09-30,2025-11-29,020130,,（주）삼정매니지먼트,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 보훈취업지원대상자, 장기복무 제대군인, 장애인",2025-09-30,2025-11-29,24417 강원특별자치도 춘천시 안마산로 324-8 (석사동),（주）삼정매니지먼트,이선용,,,A,B,N,KJKO002509300006,아파트 경비원(건물관리원)을 모집합니다.,,
KJ21282509300001,삼구에프에스(만두공장) 생산직원 모집,CM0105,CM0105,2025-09-30,2025-11-29,010040,강원 춘천시,주식회사 삼구에프에스,방문,접수중,B,CM0804,60,,5,,"운전면허증, 장애인, 차량소지자",2025-09-30,2025-11-29,"07797 서울특별시 강서구 마곡중앙로 143, 타워비동 5층 7-16호(마곡동, 르웨스트시티) (마곡동)",주식회사 삼구에프에스,조명근,033-250-3778,,A,B,N,KJ21282509300001,삼구에프에스(만두공장) 생산직원 모집,,
K120312509300007,[일룸/대구]  일룸직영매장 대구점 주6일 미화직 채용,CM0105,CM0105,2025-09-30,2025-11-29,010130,대구 북구,(주)티앤에스자산관리,방문,접수중,B,CM0804,60,,1,,장애인,2025-09-30,2025-11-29,"04212 서울특별시 마포구 마포대로 136 (공덕동, 지방재정회관)",(주)티앤에스자산관리,나영기,02-3274-2694,www.tnspm.net,A,B,N,K120312509300007,[일룸/대구]  일룸직영매장 대구점 주6일 미화직 채용,,
K151232509300012,경기북부지역 교통약자 장애인 휠체어택시 헤이드 운전기사님 모집,CM0105,CM0105,2025-09-30,2025-11-28,030140,경기 부천시 원미구,주식회사 힐빙케어,방문,접수중,B,CM0804,60,,1,,"고용촉진장려금대상자, 북한이탈주민, 운전면허증, 장애인",2025-09-30,2025-11-28,"14557 경기도 부천시 원미구 부천로198번길 18 (춘의동, 춘의테크노파크II)",주식회사 힐빙케어,박용진,032-322-6585,,A,B,N,K151232509300012,경기북부지역 교통약자 장애인 휠체어택시 헤이드 운전기사님 모집,,
KJKF002509300002,쌍령2차현대모닝사이드 아파트 실내 미화원 모집,CM0105,CM0105,2025-09-30,2025-11-29,030520,,유한책임회사 화이트시스템,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-09-30,2025-11-29,"12984 경기도 하남시 안터로 50-29, 102호 (풍산동)",유한책임회사 화이트시스템,윤지연,,,A,B,N,KJKF002509300002,쌍령2차현대모닝사이드 아파트 실내 미화원 모집,,
K170062509300002,의료기관 세탁물위탁처리업 현장직 직원 구함,CM0105,CM0105,2025-09-30,2025-11-29,150020,,(주)백합산업,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 북한이탈주민, 운전면허증, 장기복무 제대군인, 장애인, 차량소지자",2025-09-30,2025-11-29,"32611 충청남도 공주시 탄천면 효자길 326, 덕지리",(주)백합산업,강미영,041-851-8508,,A,B,N,K170062509300002,의료기관 세탁물위탁처리업 현장직 직원 구함,,
KJKX002509300011,[수지 성복동] 성복역롯데캐슬골드타운 외곽 미화원 채용,CM0103,CM0103,2025-09-30,2025-10-29,010170,,승인산업주식회사,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인",2025-09-30,2025-10-29,"02831 서울특별시 성북구 성북로4길 52, 스카이상가 동관1층 (돈암동, 한신한진아파트)",승인산업주식회사,정병천,,,A,B,N,KJKX002509300011,[수지 성복동] 성복역롯데캐슬골드타운 외곽 미화원 채용,,
KF11172509290009,[(주)무주덕유산리조트] 2023/2024 동계 단기직원 모집,CM0105,CM0105,2025-09-29,2025-11-28,130050,전북 무주군,（주）무주덕유산리조트,방문,접수중,B,CM0804,60,,500,,"보훈취업지원대상자, 장애인",2025-09-29,2025-11-28,"55556 전북특별자치도 무주군 설천면 만선로 185, 무주덕유산리조트",（주）무주덕유산리조트,최양환,063-320-7120,www.mdysresort.com,A,B,N,KF11172509290009,[(주)무주덕유산리조트] 2023/2024 동계 단기직원 모집,,
KJAC002509290001,[권선동 신명아파트]아파트청소원 모집,CM0105,CM0105,2025-09-29,2025-11-28,010020,,주식회사광운티엠에스,방문,접수중,B,CM0804,60,,1,,장애인,2025-09-29,2025-11-28,05343 서울특별시 강동구 천중로 212,주식회사광운티엠에스,이성근,02-481-1842,,A,B,N,KJAC002509290001,[권선동 신명아파트]아파트청소원 모집,,
KJKS002509290001,[양주옥정]  아파트 미화원(내부)모집,CM0105,CM0105,2025-09-29,2025-11-28,010090,,주식회사세원종합관리,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장애인",2025-09-29,2025-11-28,"01809 서울특별시 노원구 공릉로58가길 4, 세원빌딩 2층 (하계동, 우신주택)",주식회사세원종합관리,정화찬,031-857-0953,,A,B,N,KJKS002509290001,[양주옥정]  아파트 미화원(내부)모집,,
K152122509290010,[GS그룹] 엘리시안FS GPC 구내식당 조리원 채용(충북 음성),CM0105,CM0105,2025-09-29,2025-11-28,020130,충북 음성군,주식회사 지씨에스,방문,접수중,B,CM0804,60,,1,,장애인,2025-09-29,2025-11-28,"24464 강원특별자치도 춘천시 남산면 북한강변길 688, 엘리시안강촌리조트",주식회사 지씨에스,김태진,02-2095-1533,http://www.elysian.co.kr,A,B,N,K152122509290010,[GS그룹] 엘리시안FS GPC 구내식당 조리원 채용(충북 음성),,
K130042509290030,대연동 요양보호사님 모십니다.,CM0105,CM0105,2025-09-29,2025-11-28,090040,,치사랑재가복지센터,방문,접수중,B,CM0804,60,,1,,장애인,2025-09-29,2025-11-28,"48508 부산광역시 남구 수영로 312, 1819호 (대연동, 21 센츄리시티 오피스텔)",치사랑재가복지센터,전나겸,051-610-1608,,A,B,N,K130042509290030,대연동 요양보호사님 모십니다.,,
KJAC002509290005,양주회천10단지아파트 내부 청소원 모집,CM0103,CM0103,2025-09-29,2025-11-28,010020,,주식회사광운티엠에스,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-09-29,2025-11-28,05343 서울특별시 강동구 천중로 212,주식회사광운티엠에스,이성근,031-868-8853,,A,B,N,KJAC002509290005,양주회천10단지아파트 내부 청소원 모집,,
KJDE002509290008,NIC지식산업센타 미화원 채용,CM0105,CM0105,2025-09-29,2025-11-28,110040,,엔아이씨(NIC)지식산업센터,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-09-29,2025-11-28,"21632 인천광역시 남동구 은봉로 52, NIC지식산업센타 (논현동)",엔아이씨(NIC)지식산업센터,윤봉준,,,A,B,N,KJDE002509290008,NIC지식산업센타 미화원 채용,,
KJKX002509290017,[포곡읍] 경비원 모집/금전마을계룡리슈빌아파트,CM0105,CM0105,2025-09-29,2025-11-28,030070,,(주）더지엠에스,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-09-29,2025-11-28,"14303 경기도 광명시 범안로996번길 6 (하안동, 광명티아모IT타워)",(주）더지엠에스,이동석,,,A,B,N,KJKX002509290017,[포곡읍] 경비원 모집/금전마을계룡리슈빌아파트,,
KJ21002509290025,재가요양보호사 구인,CM0105,CM0105,2025-09-29,2025-10-28,030140,,소망노인복지센터,방문,접수중,B,CM0804,60,,1,,장애인,2025-09-29,2025-10-28,"14765 경기도 부천시 소사구 소사로160번길 101, 1층 소망노인복지센터 (소사본동, 벨라루체Ⅱ)",소망노인복지센터,문제명,,,A,B,N,KJ21002509290025,재가요양보호사 구인,,
KEC0752509260002,**현대ENG 당진 제철소 현장 입구 주5일 주간경비원 채용 **,CM0105,CM0105,2025-09-26,2025-11-25,010150,충남 당진시,(주)대덕휴비즈,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 북한이탈주민, 장애인",2025-09-26,2025-11-25,"06719 서울특별시 서초구 남부순환로 2433-3 (서초동, 거암빌딩 3층)",(주)대덕휴비즈,박지영,02-587-9555,http://www.daiduck.co.kr,A,B,N,KEC0752509260002,**현대ENG 당진 제철소 현장 입구 주5일 주간경비원 채용 **,,
K151622509260008,[이천] 패션 물류 운영 정규직 채용 (신입~대리급),CM0105,CM0105,2025-09-26,2025-11-24,030480,경기 이천시,주식회사 에스엘케이,방문,접수중,B,CM0804,60,,5,,"고용촉진장려금대상자, 보훈취업지원대상자, 북한이탈주민, 운전면허증, 장애인, 차량소지자 * 해당직무 근무경험

 * 인근거주자,

 * 지게차 운전가능자

 * 즉시 출근 가능자",2025-09-26,2025-11-24,"17392 경기도 이천시 호법면 중부대로 797-37, 1층 주식회사 에스엘케이",주식회사 에스엘케이,권오일,031-644-3806,,A,B,N,K151622509260008,[이천] 패션 물류 운영 정규직 채용 (신입~대리급),,
KJAZ002509260003,[신내역 프라디움더테라스 오피스텔] 미화원 모집,CM0103,CM0103,2025-09-26,2025-11-25,030340,,새롬에스앤씨 주식회사,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-09-26,2025-11-25,13983 경기도 안양시 만안구 박달로489번길 11 (박달동),새롬에스앤씨 주식회사,황요섭,02-434-8894,,A,B,N,KJAZ002509260003,[신내역 프라디움더테라스 오피스텔] 미화원 모집,,
KJ21062509260018,[평화동 건설현장 격일제] 경비원 모집,CM0105,CM0105,2025-09-26,2025-11-25,010150,,국도안전관리(주),방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 장기복무 제대군인, 장애인",2025-09-26,2025-11-25,"06695 서울특별시 서초구 방배로 73 (방배동, 양지빌딩 4층)",국도안전관리(주),최준호,031-8045-3268,www.kukdo1228.co.kr,A,B,N,KJ21062509260018,[평화동 건설현장 격일제] 경비원 모집,,
KJ21022509260025,[AI로 JOB자! 2025 수원시 일자리박람회 참여업체] 에스원CRM(삼성계열사) 보안상담(인바운드) 채용,CM0105,CM0105,2025-09-26,2025-11-25,030240,경기 수원시 팔달구,에스원씨알엠(주),방문,접수중,B,CM0804,60,,4,,"보훈취업지원대상자, 장애인",2025-09-26,2025-11-25,"16487 경기도 수원시 팔달구 경수대로 522, 에스원빌딩 4층 지원그룹 (인계동)",에스원씨알엠(주),소재승,031-5191-3878,http://www.s1crm.com,A,B,N,KJ21022509260025,[AI로 JOB자! 2025 수원시 일자리박람회 참여업체] 에스원CRM(삼성계열사) 보안상담(인바운드) 채용,,
KEC0752509260001,**현룡건설 충남 국제테니스장 조성사업 건설 현장 안전감시단 팀장 채용**,CM0105,CM0105,2025-09-26,2025-11-25,010150,충남 홍성군,(주)대덕휴비즈,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 북한이탈주민, 장애인",2025-09-26,2025-11-25,"06719 서울특별시 서초구 남부순환로 2433-3 (서초동, 거암빌딩 3층)",(주)대덕휴비즈,박지영,02-587-9555,http://www.daiduck.co.kr,A,B,N,KEC0752509260001,**현룡건설 충남 국제테니스장 조성사업 건설 현장 안전감시단 팀장 채용**,,
K150012509250059,패션 잡화 웹 디자이너 경력직 모집,CM0105,CM0105,2025-09-25,2025-11-24,110040,,(주)포레아,방문,접수중,B,CM0804,60,,1,,"고용촉진장려금대상자, 장애인 포토샵, 일러스트 능통자",2025-09-25,2025-11-24,"21630 인천광역시 남동구 남동서로316번길 55 (남촌동, 12블럭 10로트)",(주)포레아,김형수,032-777-6565,,A,B,N,K150012509250059,패션 잡화 웹 디자이너 경력직 모집,,
KJ21062509250013,중화 한신 아파트 경비원 채용,CM0105,CM0105,2025-09-25,2025-11-24,010100,,인덕종합관리(주),방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 고용촉진장려금대상자, 장애인",2025-09-25,2025-11-24,"01330 서울특별시 도봉구 마들로 664-5, 601호 (도봉동)",인덕종합관리(주),손성기,,,A,B,N,KJ21062509250013,중화 한신 아파트 경비원 채용,,
KJK4002509250003,재가요양보호사,CM0103,CM0103,2025-09-25,2025-11-24,030510,경기 포천시,영화재가노인복지센터,방문,접수중,B,CM0804,60,,1,,장애인,2025-09-25,2025-11-24,11180 경기도 포천시 소흘읍 봉솔로 14-1,영화재가노인복지센터,김지현,031-542-8226,,A,B,N,KJK4002509250003,재가요양보호사,,
KJKO002509250006,[배곧 한라비발디3차] 내부 미화원 모집합니다,CM0103,CM0103,2025-09-25,2025-11-24,110040,,（주）비엠에스종합개발,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-09-25,2025-11-24,21653 인천광역시 남동구 논고개로123번길 17 (논현동),（주）비엠에스종합개발,박기용,,,A,B,N,KJKO002509250006,[배곧 한라비발디3차] 내부 미화원 모집합니다,,
KJ20922509240001,과천자이아파트 미화원 구인,CM0105,CM0105,2025-09-24,2025-11-23,030340,,삼우서비스주식회사,방문,접수중,B,CM0804,60,,1,,장애인,2025-09-24,2025-11-23,"13968 경기도 안양시 만안구 안양로 503, 301호",삼우서비스주식회사,김성용,,,A,B,N,KJ20922509240001,과천자이아파트 미화원 구인,,
KJAZ002509230003,[상봉태영데시앙아파트] 내부 미화원 채용공고,CM0103,CM0103,2025-09-23,2025-11-22,010040,,주식회사에코그린티엠,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인",2025-09-23,2025-11-22,"07591 서울특별시 강서구 공항대로 325, 7층 (등촌동, 에이스빌딩)",주식회사에코그린티엠,백송이,,http://echogreentm.co.kr,A,B,N,KJAZ002509230003,[상봉태영데시앙아파트] 내부 미화원 채용공고,,
K151812509230011,[(사)경기도장애인정보화협회고양시지회] 행정 직원 구인,CM0105,CM0105,2025-09-23,2025-10-31,030020,,(사)경기도장애인정보화협회고양시지회,방문,접수중,B,CM0804,60,,1,,장애인,2025-09-23,2025-10-31,"10464 경기도 고양시 덕양구 고양대로 1387, 지하3층 B301호 (성사동)",(사)경기도장애인정보화협회고양시지회,김경섭,031-920-3913,http://www.goyanginfd.or.kr/,A,B,N,K151812509230011,[(사)경기도장애인정보화협회고양시지회] 행정 직원 구인,,
KJ20972509230002,김포마송 3단지 외곽 미화원 모집,CM0105,CM0105,2025-09-23,2025-11-22,010080,,(주)한강티에스,방문,접수중,B,CM0804,60,,1,,장애인,2025-09-23,2025-11-22,"08595 서울특별시 금천구 범안로 1130, 1호실 (가산동, 디지털엠파이어빌딩)",(주)한강티에스,김정수,,,A,B,N,KJ20972509230002,김포마송 3단지 외곽 미화원 모집,,
KJ21062509220010,녹번JR아파트 경비원 모집,CM0105,CM0105,2025-09-22,2025-11-21,010130,,예주산업(주),방문,접수중,B,CM0804,60,,1,,"보훈취업지원대상자, 장애인",2025-09-22,2025-11-21,"03978 서울특별시 마포구 월드컵북로12길 19, 대성빌딩 501호 (성산동)",예주산업(주),황재희,,,A,B,N,KJ21062509220010,녹번JR아파트 경비원 모집,,
KJK6002509220016,용인성현마을우미이노스빌2차아파트 경비원 모집,CM0105,CM0105,2025-09-22,2025-11-21,030140,,주식회사 이데아그룹,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 고용촉진장려금대상자, 보훈취업지원대상자, 북한이탈주민, 장애인",2025-09-22,2025-11-21,"14555 경기도 부천시 원미구 부천로198번길 27, 204호 (춘의동)",주식회사 이데아그룹,이건희,031-5189-4687,,A,B,N,KJK6002509220016,용인성현마을우미이노스빌2차아파트 경비원 모집,,
KJKH002509220010,아파트 관리원(재활용 분리수거 등) 구인,CM0105,CM0105,2025-09-22,2025-11-21,110040,,주식회사 대산시스템,방문,접수중,B,CM0804,60,,1,,"(준)고령자(50세이상), 장애인 경비신임교육 이수증 우대",2025-09-22,2025-11-21,"21540 인천광역시 남동구 하촌로 26, . (만수동, 거신빌딩６０５호)",주식회사 대산시스템,장홍미,,,A,B,N,KJKH002509220010,아파트 관리원(재활용 분리수거 등) 구인,,
KJK4002509220004,가산면 재가요양보호사,CM0103,CM0103,2025-09-22,2025-11-21,030510,,영화재가노인복지센터,방문,접수중,B,CM0804,60,,1,,장애인,2025-09-22,2025-11-21,11180 경기도 포천시 소흘읍 봉솔로 14-1,영화재가노인복지센터,김지현,031-542-8226,,A,B,N,KJK4002509220004,가산면 재가요양보호사,,
